SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
GRC,Greece,Greece,Risk Preparation,3.0,3.050474928208527,0.5584791267676888,10,1
GHA,Ghana,Ghana,Risk Preparation,10.0,9.964090554254488,0.24212525950943434,10,8
DEU,Germany,Germany,Risk Preparation,1.0,1.019015718957696,0.2896612163934034,10,1
GEO,Georgia,Georgia,Risk Preparation,6.0,5.9229020647849975,0.6089596151740736,10,1
GMB,Gambia,Gambia,Risk Preparation,10.0,9.969094922737307,0.17306054854321976,10,9
GAB,Gabon,Gabon,Risk Preparation,8.0,7.982783882783883,2.3483445063121207,63,1
FR1,France,France,Risk Preparation,1.0,1.0699588477366255,0.6609183762301624,10,1
FI1,Finland,Aland,Risk Preparation,1.0,1.0,0.0,1,1
FI1,Finland,Finland,Risk Preparation,1.0,1.0839121978327313,0.44032666566042633,10,1
FJI,Fiji,Fiji,Risk Preparation,1.0,1.3502358490566038,1.7405336800949969,10,1
ETH,Ethiopia,Ethiopia,Risk Preparation,8.0,8.045706057801091,3.1415783248017646,63,1
EST,Estonia,Estonia,Risk Preparation,1.0,1.1901578722799033,0.7815573406059635,10,1
ERI,Eritrea,Eritrea,Risk Preparation,1.0,2.2954993724224493,6.991952353313068,63,1
GNQ,Equatorial Guinea,Equatorial Guinea,Risk Preparation,1.0,3.4759309718437783,8.89859167799766,63,1
SLV,El Salvador,El Salvador,Risk Preparation,6.0,6.395348837209302,0.7774938193387415,8,5
EGY,Egypt,Egypt,Risk Preparation,6.0,6.068538304160036,0.8842413608628632,63,1
ECU,Ecuador,Ecuador,Risk Preparation,6.0,5.998133283554228,0.17813111729238426,10,5
DOM,Dominican Republic,Dominican Republic,Risk Preparation,8.0,8.245590828924163,0.6634199739651547,10,5
DMA,Dominica,Dominica,Risk Preparation,1.0,1.0,0.0,1,1
DJI,Djibouti,Djibouti,Risk Preparation,6.0,6.09704641350211,0.8817606392043174,8,1
DN1,Denmark,Greenland,Risk Preparation,1.0,1.1172293350209328,1.0204515168291648,10,1
DN1,Denmark,Denmark,Risk Preparation,1.0,1.0871939404615114,0.8815569640700462,10,1
CZE,Czechia,Czechia,Risk Preparation,1.0,1.0427154843630817,0.2878256062536948,3,1
CYN,Northern Cyprus,Northern Cyprus,Risk Preparation,6.0,5.914798206278027,0.279181747377101,6,5
CYP,Cyprus,Cyprus,Risk Preparation,6.0,5.980337078651686,0.13883908265457748,6,5
HRV,Croatia,Croatia,Risk Preparation,3.0,3.1371603856266432,1.1037480563165052,10,1
CIV,Ivory Coast,Ivory Coast,Risk Preparation,10.0,9.981674060068359,0.17254292579497366,10,8
CRI,Costa Rica,Costa Rica,Risk Preparation,6.0,6.199371351594073,0.6088256452539746,8,5
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,Risk Preparation,10.0,9.996703720232057,2.2014086249868408,63,1
COG,Republic of the Congo,Republic of the Congo,Risk Preparation,10.0,9.942142513571085,0.3094165644406049,10,8
COM,Comoros,Comoros,Risk Preparation,1.0,1.0,0.0,1,1
COL,Colombia,Colombia,Risk Preparation,6.0,5.998628542930763,0.08478135934699088,10,5
CH1,China,China,Risk Preparation,3.0,3.0586283168097674,0.5667845917857001,63,1
CH1,China,Macao S.A.R,Risk Preparation,3.0,3.0,0.0,3,3
CH1,China,Hong Kong S.A.R.,Risk Preparation,3.0,2.9591836734693877,0.28278380531736774,3,1
