SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
COD,Democratic Republic of the Congo,Democratic Republic of the Congo,Reputational Risk,10.0,9.966722787942716,0.22392447554862477,10,8
COG,Republic of the Congo,Republic of the Congo,Reputational Risk,10.0,9.654985226413798,0.505904178797083,10,8
COM,Comoros,Comoros,Reputational Risk,8.0,8.215384615384615,0.4110888989503812,9,8
COL,Colombia,Colombia,Reputational Risk,9.0,8.899114786800764,0.9495328054483834,10,6
CH1,China,China,Reputational Risk,9.0,9.080488825941972,0.3936856762408725,10,5
CH1,China,Macao S.A.R,Reputational Risk,9.0,9.0,0.0,9,9
CH1,China,Hong Kong S.A.R.,Reputational Risk,10.0,9.918367346938776,0.2738042421428314,10,9
CHL,Chile,Chile,Reputational Risk,8.0,7.739805344456507,1.1505403250854118,10,4
TCD,Chad,Chad,Reputational Risk,9.0,9.056731671707164,0.36727531491078086,10,7
CAF,Central African Republic,Central African Republic,Reputational Risk,10.0,9.976580263756253,0.1838077910203121,10,8
CPV,Cabo Verde,Cabo Verde,Reputational Risk,10.0,10.0,0.0,10,10
CAN,Canada,Canada,Reputational Risk,5.0,5.334682502601667,1.490875450314086,10,1
CMR,Cameroon,Cameroon,Reputational Risk,8.0,8.446855870895938,0.6314597710250729,10,7
KHM,Cambodia,Cambodia,Reputational Risk,9.0,9.287593984962406,0.5869264709225371,10,6
MMR,Myanmar,Myanmar,Reputational Risk,8.0,8.291625093539537,0.5413043780186501,10,7
BDI,Burundi,Burundi,Reputational Risk,9.0,9.108771929824561,0.6130970278250047,10,8
BFA,Burkina Faso,Burkina Faso,Reputational Risk,8.0,7.587989991659716,0.6012685060882489,10,7
BGR,Bulgaria,Bulgaria,Reputational Risk,6.0,6.118717801946193,0.696864318629057,9,5
BRN,Brunei,Brunei,Reputational Risk,9.0,8.970338983050848,0.1696503493149797,9,8
BRA,Brazil,Brazil,Reputational Risk,8.0,8.424189154022232,0.6201478646483564,10,4
BWA,Botswana,Botswana,Reputational Risk,8.0,8.226354679802956,1.1057851256063407,10,7
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Reputational Risk,6.0,6.22071751009741,0.7449765931127879,7,4
BOL,Bolivia,Bolivia,Reputational Risk,8.0,7.991565999559269,0.9120799981297966,10,6
BTN,Bhutan,Bhutan,Reputational Risk,9.0,9.039641340254837,0.5684276714399199,10,7
BEN,Benin,Benin,Reputational Risk,7.0,7.648428173497812,0.9593584313462782,10,7
BLZ,Belize,Belize,Reputational Risk,9.0,8.916826003824092,0.551171065404469,10,7
BEL,Belgium,Belgium,Reputational Risk,6.0,5.5209899749373434,1.2682988517471372,10,3
BLR,Belarus,Belarus,Reputational Risk,7.0,6.804769669792091,1.452131176960703,9,3
BRB,Barbados,Barbados,Reputational Risk,7.0,7.1875,0.3903123748998999,8,7
BGD,Bangladesh,Bangladesh,Reputational Risk,8.0,8.252792475014697,0.576483713494633,10,8
BHR,Bahrain,Bahrain,Reputational Risk,7.0,7.344827586206897,0.47531202593414557,8,7
BHS,The Bahamas,The Bahamas,Reputational Risk,7.0,7.2274143302180685,0.7434003585740178,9,6
AZE,Azerbaijan,Azerbaijan,Reputational Risk,7.0,7.415352429996782,0.668016796198229,10,5
AUT,Austria,Austria,Reputational Risk,6.0,5.44054858325786,1.264119739481508,10,3
AU1,Australia,Australia,Reputational Risk,5.0,5.830979842087263,1.3131234905076394,10,4
ARM,Armenia,Armenia,Reputational Risk,7.0,7.2218045112781954,0.8195531834059192,10,5
ARG,Argentina,Argentina,Reputational Risk,6.0,6.710855596888739,0.9764880191524751,10,4
ATG,Antigua and Barbuda,Antigua and Barbuda,Reputational Risk,7.0,7.45,0.5894913061275798,9,7
AGO,Angola,Angola,Reputational Risk,8.0,8.380152505050138,0.6876059550938801,10,4
AND,Andorra,Andorra,Reputational Risk,8.0,8.0,0.0,8,8
DZA,Algeria,Algeria,Reputational Risk,7.0,7.538969847452384,0.7939059743481679,10,6
ALB,Albania,Albania,Reputational Risk,7.0,6.58719541328237,0.7286823341729061,9,5
AFG,Afghanistan,Afghanistan,Reputational Risk,10.0,9.892326605880545,0.5070787977811229,10,6
KAS,Kashmir,Siachen Glacier,Reputational Risk,10.0,9.825757575757576,0.4999426046029218,10,8
NL1,Netherlands,Sint Maarten,Reputational Risk,7.0,7.0,0.0,7,7
TUV,Tuvalu,Tuvalu,Reputational Risk,--,--,--,--,--
