SOV_A3,SOVEREIGNTY,ADMIN,RISK_TYPE,RISK_MEDIAN,RISK_MEAN,RISK_STD,RISK_MAX,RISK_MIN
CPV,Cabo Verde,Cabo Verde,Invasives,1.0,1.0,0.0,1,1
CAN,Canada,Canada,Invasives,8.0,7.952598893903685,0.5023186554647029,10,1
CMR,Cameroon,Cameroon,Invasives,3.0,2.9722770273688472,0.23209470522386833,3,1
KHM,Cambodia,Cambodia,Invasives,3.0,2.9479949874686717,0.482970383100577,6,1
MMR,Myanmar,Myanmar,Invasives,3.0,3.103205288101771,0.5300989925407467,6,1
BDI,Burundi,Burundi,Invasives,3.0,2.443859649122807,1.0544005603683735,6,1
BFA,Burkina Faso,Burkina Faso,Invasives,3.0,2.9228523769808175,0.38287338736353915,3,1
BGR,Bulgaria,Bulgaria,Invasives,3.0,2.968517458500286,0.2887595207087582,10,1
BRN,Brunei,Brunei,Invasives,1.0,2.343220338983051,2.146340157126731,6,1
BRA,Brazil,Brazil,Invasives,6.0,5.981974709359449,0.2210660935419305,6,1
BWA,Botswana,Botswana,Invasives,3.0,3.106298381421534,0.6918107630990388,8,1
BIH,Bosnia and Herzegovina,Bosnia and Herzegovina,Invasives,1.0,1.0705630791161795,0.36542244419757486,3,1
BOL,Bolivia,Bolivia,Invasives,3.0,3.1452811667367833,0.6276482804091571,6,3
BTN,Bhutan,Bhutan,Invasives,1.0,1.994336951392166,1.9415639623325713,6,1
BEN,Benin,Benin,Invasives,3.0,2.9542379625945085,0.29771471113027953,3,1
BLZ,Belize,Belize,Invasives,1.0,1.27151051625239,0.8483991298565882,8,1
BEL,Belgium,Belgium,Invasives,3.0,4.0363408521303255,2.0323036903560605,8,1
BLR,Belarus,Belarus,Invasives,1.0,1.233958418263351,0.8589547169507706,6,1
BRB,Barbados,Barbados,Invasives,3.0,3.3125,0.6817945071647321,5,3
BGD,Bangladesh,Bangladesh,Invasives,3.0,3.275867136978248,0.8734772913289429,6,1
BHR,Bahrain,Bahrain,Invasives,1.0,1.0,0.0,1,1
BHS,The Bahamas,The Bahamas,Invasives,6.0,6.0,0.0,6,6
AZE,Azerbaijan,Azerbaijan,Invasives,1.0,1.144995172191825,0.757364799995879,10,1
AUT,Austria,Austria,Invasives,3.0,3.2234441713028854,0.7671877453635683,7,3
AU1,Australia,Australia,Invasives,10.0,9.965597228348955,0.42688424643633766,10,1
ARM,Armenia,Armenia,Invasives,1.0,1.1264097744360901,0.48424218500565075,3,1
ARG,Argentina,Argentina,Invasives,6.0,5.978428513613155,0.24651071631462076,6,1
ATG,Antigua and Barbuda,Antigua and Barbuda,Invasives,3.0,3.7,0.9,5,3
AGO,Angola,Angola,Invasives,1.0,1.0300278440008008,0.2417148502945409,3,1
AND,Andorra,Andorra,Invasives,8.0,8.0,0.0,8,8
DZA,Algeria,Algeria,Invasives,3.0,2.981468994677096,0.23565907233102373,10,1
ALB,Albania,Albania,Invasives,1.0,1.190157668418538,0.8067788665415399,10,1
AFG,Afghanistan,Afghanistan,Invasives,1.0,1.056756479868866,0.33102042549258887,6,1
KAS,Kashmir,Siachen Glacier,Invasives,6.0,5.863636363636363,0.5743603460916625,6,3
NL1,Netherlands,Sint Maarten,Invasives,1.0,1.0,0.0,1,1
TUV,Tuvalu,Tuvalu,Invasives,--,--,--,--,--
